raw_intervention_name,normalized_name,nct_ids,clinicaltrials_intervention_type,previous_drug_type,new_pipeline_scope,scope_reason,scope_method,scope_confidence,dashboard_eligible,manual_review_required
FDOCT,fdoct,NCT02663531,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Pattern ERG,pattern erg,NCT02663531,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Optical Coherence Tomography,optical coherence tomography,NCT02663531,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
[18F]NAV4694,18f nav4694,NCT01680588; NCT01812213; NCT01886820,DRUG,diagnostic_or_imaging_agent,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,False
biopsies of colon,biopsies of colon,NCT03472183,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
ALN-5288,aln 5288,NCT07214727,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
[F-18]Flornaptitril,f 18 flornaptitril,NCT06254469,DRUG,investigational_therapeutic_unverified,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,False
olfactory measuring device,olfactory measuring device,NCT03721042,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
tDCS,tdcs,NCT02518412; NCT03670615,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Placebo tDCS,placebo tdcs,NCT02518412,OTHER,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Facial expression recognition task,facial expression recognition task,NCT03971994,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Music therapy,music therapy,NCT02020356; NCT03643003,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Placebo,placebo,NCT02020356; NCT04555616,BEHAVIORAL,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
Rofecoxib,rofecoxib,NCT00004845,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Naproxen,naproxen,NCT00004845; NCT02702817,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
testosterone gel,testosterone gel,NCT00539305,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
placebo gel,placebo gel,NCT00539305,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
250mg rilapladib,250mg rilapladib,NCT01428453,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
ADRD-PC Program,adrd pc program,NCT04948866,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
AMX0035,amx0035,NCT03533257,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
smart-cloth assisted home nursing care,smart cloth assisted home nursing care,NCT05063045,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
GoCheck Kids (iOS),gocheck kids ios,NCT03119675,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
GoCheck Kids (Windows),gocheck kids windows,NCT03119675,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Integrated Snoezelen-Aromatherapy-Personal Item Therapy,integrated snoezelen aromatherapy personal item therapy,NCT06216275,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Cognitive Training,cognitive training,NCT00611312; NCT00909285; NCT01329484; NCT03656107; NCT03848312; NCT05887674; NCT07042087,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Computerized Cognitive Stimulation,computerized cognitive stimulation,NCT03848312,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
blood take,blood take,NCT04312399,PROCEDURE,procedure,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,False
Lu AE58054,lu ae58054,NCT01019421,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
18F-THK-5351,18f thk 5351,NCT02656498; NCT02884492; NCT03024944; NCT03112096,DRUG,diagnostic_or_imaging_agent,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,False
Lenalidomide 10 mg,lenalidomide 10 mg,NCT04032626; NCT06177028,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PM012,pm012,NCT01715350; NCT05811000,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PM012 Placebo,pm012 placebo,NCT05811000,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
"Comprehensive, CBT-based, multi-component treatment",comprehensive cbt based multi component treatment,NCT01273272,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Treatment as usual,treatment as usual,NCT01273272,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Perindopril,perindopril,NCT02085265,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Telmisartan,telmisartan,NCT02085265,DRUG,uncertain,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,False,True
Paper - based cognitive training,paper based cognitive training,NCT04949750,OTHER,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Dimebon,dimebon,NCT00377715; NCT00675623; NCT00704782; NCT00824590; NCT00825084; NCT00827034; NCT00829374; NCT00829816; NCT00831506; NCT00838110; NCT00939783; NCT00975481; NCT01152216,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Musical intervention,musical intervention,NCT02833870,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Non-musical (cooking) intervention,non musical cooking intervention,NCT02833870,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Control with no intervention,control with no intervention,NCT02833870,BEHAVIORAL,other,Non-Drug Intervention,"non-treatment control arm (e.g. no intervention / untreated / usual care), not a product",rule_classification,high,False,False
PF-04360365 0.1 mg/kg,pf 04360365 0 1 mg kg,NCT00722046,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PF-04360365 0.5 mg/kg,pf 04360365 0 5 mg kg,NCT00722046,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PF-04360365 1 mg/kg,pf 04360365 1 mg kg,NCT00722046; NCT00733642,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PF-04360365 3 mg/kg,pf 04360365 3 mg kg,NCT00722046; NCT00733642,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
PF-04360365 8.5 mg/kg,pf 04360365 8 5 mg kg,NCT00722046; NCT01125631,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Dietary Intervention,dietary intervention,NCT06429124,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
melatonin,melatonin,NCT00000171; NCT00544791; NCT06756828,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
placebo like melatonin tablets,placebo like melatonin tablets,NCT00544791,DRUG,placebo_or_sham,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,False
CONFIDENCE-AI,confidence ai,NCT06134180,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Tele-STELLA,tele stella,NCT04627662,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Memesto,memesto,NCT05153161; NCT06596278,DEVICE,device,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,False
Wii-Fit intervention,wii fit intervention,NCT01000038; NCT01002586,OTHER,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Walking exercise program,walking exercise program,NCT01002586,OTHER,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Biological/Vaccine: Bacillus Calmette-Guerin (BCG),biological vaccine bacillus calmette guerin bcg,NCT05004688,BIOLOGICAL,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Alzhamyd,alzhamyd,NCT01128725,OTHER,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
quetiapine,quetiapine,NCT00015548; NCT00208819; NCT00232570; NCT00375557,DRUG,investigational_therapeutic_unverified,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,True
Behavioral sleep education,behavioral sleep education,NCT03455569,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
Education only,education only,NCT03455569,BEHAVIORAL,behavioral,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,False
[18F]MNI-952,18f mni 952,NCT03080051,DRUG,investigational_therapeutic_unverified,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,False
[18F]Florbetapir,18f florbetapir,NCT03058965; NCT03071224; NCT03080051; NCT04305210,DRUG,diagnostic_or_imaging_agent,Diagnostic Agent,matches a curated diagnostic/imaging tracer name,rule_classification,high,False,False
