nct_id,title,phase_clean,drug_type,target,status_clean,is_aribio,developed_drug,developed_drug_normalized,drug_classification,classification_reason,official_pipeline_match,official_source_url,verification_status,classification_confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT00381381,The Clinical Response of Choline Acetyltransferase and Apolipoprotein Epsilon Gene Polymorphisms to Donepezil in Alzheimer's Disease,Phase 4,Small Molecule,Symptomatic,Trial Completed,False,Donepezil,donepezil,investigational_therapeutic_unverified,sole investigational candidate identified (Donepezil); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03784300,A Safety Study of PTI-125 in Healthy Volunteers,Phase 1,Small Molecule,Other,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT01303744,Evaluation of Safety & Tolerability of Multiple Dose Regimens of CHF 5074,Phase 2,Small Molecule,Amyloid,Trial Completed,False,CHF 5074,chf 5074,investigational_therapeutic_unverified,sole investigational candidate identified (CHF 5074); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02585232,Optimizing Dementia Care,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03441516,Effect of Choline Alphoscerate on Cognitive Function in Alzheimer's Dementia,Phase 4,Small Molecule,Other,Unknown,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT00253201,A Study of the Safety and Effectiveness of Two Doses of Galantamine Versus Placebo in the Treatment of Patients With Alzheimer's Disease,Phase 3,Small Molecule,Symptomatic,Trial Completed,False,Galantamine,galantamine,investigational_therapeutic_unverified,sole investigational candidate identified (galantamine hydrobromide); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06295458,Gamma Sensory Flicker for Parkinson's Disease Patients With Freezing of Gait,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05427448,Validation of Blood Biomarkers for Alzheimer's Disease,NA,Non-Drug/Behavioral,Amyloid,Trial Completed,False,Measurement of amyloid and pTau blood biomarkers,measurement of amyloid and ptau blood biomarkers,investigational_therapeutic_unverified,sole investigational candidate identified (Measurement of amyloid and pTau blood biomarkers); not yet confirmed via official pipeline,False,,no_match,medium,True,Exclude,"generic diagnostic/biomarker test description (e.g. Blood Test, CSF Biomarkers) — never a canonical drug name",rule_keyword,high,False,
NCT00490568,Open-Label Extension Study Of Rosiglitazone XR As Adjunctive Therapy In Subjects With Mild-to-Moderate Alzheimers,Phase 3,Small Molecule,Metabolism,Discontinued,False,Rosiglitazone,rosiglitazone,investigational_therapeutic_unverified,sole investigational candidate identified (Rosiglitazone); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02284906,AD-4833/TOMM40_303 Extension Study of the Safety and Efficacy of Pioglitazone to Slow Cognitive Decline in Participants With Mild Cognitive Impairment Due to Alzheimer Disease,Phase 3,Small Molecule,Metabolism,Discontinued,False,Pioglitazone,pioglitazone,investigational_therapeutic_unverified,sole investigational candidate identified (Pioglitazone); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05189106,Neurodegenerative Alzheimer's Disease and Amyotrophic Lateral Sclerosis (NADALS) Basket Trial,Phase 1/Phase 2,Small Molecule,Other,Trial Completed,False,Baricitinib,baricitinib,investigational_therapeutic_unverified,sole investigational candidate identified (Baricitinib); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07127133,An Insole and Ankle Device for Monitoring Cognitive Decline in Individuals at Risk for Alzheimer's Disease and/or Alzheimer's Disease Related Dementias (AD/ADRD),NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT07083089,"Early Stage of Alzheimer's and Parkinson's Diseases, HearIng Relevance (SAPHIR)",NA,Non-Drug/Behavioral,Other,Active,False,Thorough Hearing assessment,thorough hearing assessment,investigational_therapeutic_unverified,sole investigational candidate identified (Thorough Hearing assessment); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00397891,Study Evaluating Single Ascending Doses of AAB-001 Vaccine SAD Japanese Patients With Alzheimers Disease,Phase 1,Biologic,Amyloid,Trial Completed,False,bapineuzumab,bapineuzumab,investigational_therapeutic_unverified,sole investigational candidate identified (bapineuzumab); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05649514,Sleep Impairment in Subjects at Risk of Developing Alzheimer's Disease,NA,Non-Drug/Behavioral,Neuropsychiatric,Active,False,Biomarker assay,biomarker assay,investigational_therapeutic_unverified,sole investigational candidate identified (Biomarker assay); not yet confirmed via official pipeline,False,,no_match,medium,True,Exclude,"generic diagnostic/biomarker test description (e.g. Blood Test, CSF Biomarkers) — never a canonical drug name",rule_keyword,high,False,
NCT06709014,A Double-blind Dual Study Assessing Safety and Efficacy of Buntanetap in Participants With Early AD,Phase 3,Small Molecule,Neuroprotection,Active,False,buntanetap/posiphen,buntanetap posiphen,investigational_therapeutic_unverified,sole investigational candidate identified (buntanetap/posiphen); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00242593,Rosiglitazone Effects on Cognition for Adults in Later Life,Phase 2,Small Molecule,Metabolism,Unknown,False,Rosiglitazone,rosiglitazone,investigational_therapeutic_unverified,sole investigational candidate identified (Rosiglitazone); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07731191,Digital Solutions for Predicting the Biological Mechanisms of Alzheimer's Disease Through the Analysis of Risk Factors,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT07226674,Microbiota Mediated Flavonoid Metabolites for Cognitive Health,NA,Dietary Supplement,Metabolism,Active,False,Polyphenol Supplement,polyphenol supplement,investigational_therapeutic_unverified,sole investigational candidate identified (Polyphenol Supplement); not yet confirmed via official pipeline,False,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT02221947,"Study to Evaluate the Preliminary Safety, Efficacy, PK and PD of Bryostatin 1 in Patients With Alzheimer's Disease",Phase 1/Phase 2,Small Molecule,Neuroprotection,Discontinued,False,Bryostatin,bryostatin,investigational_therapeutic_unverified,sole investigational candidate identified (Bryostatin 1); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06979778,"Testing the Efficacy of the ""Syd"" App on Improving Quality of Life and Mental Health Among University Students in the Kingdom of Saudi Arabia",NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06191952,Davos Alzheimer's Collaborative Healthcare System Preparedness to Increase Cognitive Assessment Rates for Older Adults,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
