NCT Number,Sponsor,Study Title,intervention_type,intervention_name,normalized_name,classification,classification_reason,official_pipeline_match,matched_pipeline_drug,official_source_url,verification_status,confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT04079803,"Cassava Sciences, Inc.",PTI-125 for Mild-to-moderate Alzheimer's Disease Patients,DRUG,Placebo oral tablet,placebo oral tablet,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT04079803,"Cassava Sciences, Inc.",PTI-125 for Mild-to-moderate Alzheimer's Disease Patients,DRUG,Simufilam 100 mg tablet,simufilam 100 mg tablet,sponsor_developed_therapeutic,matched official pipeline record for Cassava Sciences (Simufilam) but source_url is blank — treat as unverified pending a citation,True,Simufilam,,pipeline_record_match_without_source,medium,True,Therapeutic Drug,confirmed or unsourced official sponsor-pipeline match,rule_classification,medium,False,
NCT04079803,"Cassava Sciences, Inc.",PTI-125 for Mild-to-moderate Alzheimer's Disease Patients,DRUG,Simufilam 50 mg oral tablet,simufilam 50 mg oral tablet,sponsor_developed_therapeutic,matched official pipeline record for Cassava Sciences (Simufilam) but source_url is blank — treat as unverified pending a citation,True,Simufilam,,pipeline_record_match_without_source,medium,True,Therapeutic Drug,confirmed or unsourced official sponsor-pipeline match,rule_classification,medium,False,
NCT00486044,"University of Wisconsin, Madison",Evaluating Simvastatin's Potential Role in Therapy,DRUG,Simvastatin,simvastatin,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00486044,"University of Wisconsin, Madison",Evaluating Simvastatin's Potential Role in Therapy,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT01638884,"University Hospital, Caen",Prospective Memory Imaging,BEHAVIORAL,Memory assessment,memory assessment,behavioral,intervention type or name indicates a behavioral/non-drug activity,False,,,not_applicable,high,False,Non-Drug Intervention,behavioral/non-drug activity,rule_type,high,False,
NCT01638884,"University Hospital, Caen",Prospective Memory Imaging,OTHER,Structural MRI,structural mri,procedure,intervention type or name indicates a clinical procedure or imaging exam,False,,,not_applicable,high,False,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,
NCT01638884,"University Hospital, Caen",Prospective Memory Imaging,OTHER,Functional MRI,functional mri,procedure,intervention type or name indicates a clinical procedure or imaging exam,False,,,not_applicable,high,False,Non-Drug Intervention,clinical procedure or imaging exam,rule_type,high,False,
NCT01638884,"University Hospital, Caen",Prospective Memory Imaging,OTHER,Virtual reality / Memory assessment,virtual reality memory assessment,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04073628,Icahn School of Medicine at Mount Sinai,The Long-term Impact of a Light Intervention on Sleep and Cognition in Mild Cognitive Impairment,DEVICE,Lighting Intervention,lighting intervention,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT00867828,NeuroBioPharm Inc.,Neptune Krill Oil (NKO™) in Early Stage Alzheimer's Disease (MNEMOSYNE),DIETARY_SUPPLEMENT,Neptune Krill Oil,neptune krill oil,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT00867828,NeuroBioPharm Inc.,Neptune Krill Oil (NKO™) in Early Stage Alzheimer's Disease (MNEMOSYNE),DIETARY_SUPPLEMENT,Fish Oil,fish oil,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT00867828,NeuroBioPharm Inc.,Neptune Krill Oil (NKO™) in Early Stage Alzheimer's Disease (MNEMOSYNE),DIETARY_SUPPLEMENT,Placebo (soy oil),placebo soy oil,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT05791552,Noselab GmbH,Feasibility of a Method for Analysis of Alzheimer´s Disease Specific Proteins in Nasal Secretion,DIAGNOSTIC_TEST,Collection of nasal secretion,collection of nasal secretion,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Diagnostic Agent,intervention type is DIAGNOSTIC_TEST,rule_type,medium,True,
NCT02190084,Central Arkansas Veterans Healthcare System,Repetitive Transcranial Magnetic Stimulation for Apathy in Alzheimer's Dementia,DEVICE,Neurostar repetitive transcranial magnetic stimulator,neurostar repetitive transcranial magnetic stimulator,device,intervention type is DEVICE,False,,,not_applicable,high,False,Non-Drug Intervention,intervention type is DEVICE,rule_type,high,False,
NCT01018875,"AbbVie (prior sponsor, Abbott)",Efficacy and Safety Study of ABT-288 in Subjects With Mild-to-Moderate Alzheimer's Disease,DRUG,ABT-288,abt 288,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01018875,"AbbVie (prior sponsor, Abbott)",Efficacy and Safety Study of ABT-288 in Subjects With Mild-to-Moderate Alzheimer's Disease,DRUG,donepezil,donepezil,comparator_or_background_therapy,approved Alzheimer's medicine used alongside a likely investigational candidate in the same trial,False,,,no_match,medium,False,Placebo or Comparator,"approved background/comparator therapy, not the trial's studied candidate",rule_classification,medium,False,
NCT01018875,"AbbVie (prior sponsor, Abbott)",Efficacy and Safety Study of ABT-288 in Subjects With Mild-to-Moderate Alzheimer's Disease,DRUG,placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT02471833,Emory University,Health Evaluation in African Americans Using RAS Therapy,DRUG,Telmisartan 20mg,telmisartan 20mg,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT02471833,Emory University,Health Evaluation in African Americans Using RAS Therapy,DRUG,Telmisartan 40mg,telmisartan 40mg,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT02471833,Emory University,Health Evaluation in African Americans Using RAS Therapy,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT01478633,Janssen Pharmaceutical K.K.,Evaluation of Efficacy and Safety of Galantamine in Patients With Dementia of Alzheimer's Type Who Failed to Benefit From Donepezil,DRUG,Galantamine,galantamine,investigational_therapeutic_unverified,"only non-placebo therapeutic in the trial; approved Alzheimer's medicine with no combination partner found, so it may be the treatment under study",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02377206,"University Hospital, Tours",Neuroinflammation and Cognitive Decline in Alzheimer Disease,OTHER,ADAS-Cog evaluation,adas cog evaluation,investigational_therapeutic_unverified,"sole plausible therapeutic candidate in this trial (all other interventions are placebo/diagnostic/procedural/device/behavioral), but lacks an official sponsor-pipeline match",False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05986721,AgeneBio,Clinical Trial of AGB101 for Mild Cognitive Impairment,DRUG,AGB101,agb101,investigational_therapeutic_unverified,no confirmed pipeline match; name resembles a sponsor development code or matches a known investigational compound list,False,,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05986721,AgeneBio,Clinical Trial of AGB101 for Mild Cognitive Impairment,DRUG,Placebo,placebo,placebo_or_sham,name indicates a placebo/sham/vehicle-control arm,False,,,not_applicable,high,False,Placebo or Comparator,placebo/sham/vehicle-control arm,rule_classification,high,False,
NCT07479914,University of Milano Bicocca,Art of Memory for Cognitive Enhancement in the Monza Brain Health Service,OTHER,Art of memory classes,art of memory classes,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
NCT07479914,University of Milano Bicocca,Art of Memory for Cognitive Enhancement in the Monza Brain Health Service,OTHER,General information on art of memory,general information on art of memory,uncertain,"no pipeline match, not a recognized development-code pattern or known compound, and not an approved background medicine; multiple unresolved therapeutic candidates in this trial",False,,,no_match,low,True,Needs Review,classify_intervention() could not resolve a confident therapeutic candidate for this intervention,rule_classification,low,True,
